personId:START_ID(Person-ID),personId:END_ID(Person-ID),:TYPE
4c419279-d0d6-4290-9563-b42db18dbe9b,aa147d2e-dae2-4818-a250-ce29120b300e,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,d59e676a-4e09-4531-a8a7-51d4c0fb7822,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,00e32a49-782a-486a-8a73-2d39059a33a0,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,028229be-e884-4e9e-87c9-aeea00a7ce9b,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,90d08060-d006-4060-9ac4-9b8074c5a02f,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,14ce53b5-1737-420e-89ad-3223ad8f2174,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,ab26167b-a417-4e25-a47b-40931646331b,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,c7898922-efc4-4c4c-b049-8d70e41ea14b,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,7c5fe6b0-044a-4189-afa3-c5d11b6e53f7,follows
4c419279-d0d6-4290-9563-b42db18dbe9b,e81daaa1-4f79-495d-90fd-e2e47f0fdf08,follows
a7d0de70-bd31-45df-8df5-189966f1fe2e,66503702-7874-4b1c-ad39-c311e3da7f08,follows
a7d0de70-bd31-45df-8df5-189966f1fe2e,d1eb5d9b-33e6-4139-8de7-1d4493927de4,follows
a7d0de70-bd31-45df-8df5-189966f1fe2e,24145b15-5a32-4baa-b7ed-feca8c869711,follows
a7d0de70-bd31-45df-8df5-189966f1fe2e,f4bd26ab-1a28-40ef-a8c2-de9b0168c340,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,a9f93c77-9b9e-440d-90d0-648d9474f0a3,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,9db00d46-e800-4203-991c-10ce4b615783,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,70efb410-33ed-4fb5-929a-b1af4b7b0c5d,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,117bd983-a3df-43dd-ad55-9604dedcbb89,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,3154d6d3-ce0a-493d-98c7-11bf8f373f93,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,b40e583b-20ed-4b3b-8b06-2a610bf14fa3,follows
62b2066b-5fbb-44b3-8899-0aa44f528ff8,32338957-e960-4097-b70c-29ca414d849f,follows
9bef669c-7e66-4d86-bb82-ad3be9ac7c31,4f036ebe-b17d-40d0-a5fe-70280e75ef49,follows
9bef669c-7e66-4d86-bb82-ad3be9ac7c31,49c71eaa-4d94-4dcc-9113-fffa11d1439d,follows
9bef669c-7e66-4d86-bb82-ad3be9ac7c31,69a72caa-5fb5-41d6-9299-bd64e501d16e,follows
9bef669c-7e66-4d86-bb82-ad3be9ac7c31,2b348035-1681-45ec-a587-14b8b883111f,follows
e2aed787-255e-463b-a4a0-b1944ee8c706,5166d966-e146-401b-b8ae-5b4350f70467,follows
e2aed787-255e-463b-a4a0-b1944ee8c706,22c7ea87-e97a-4e24-a3be-a6c360cef4ec,follows
e2aed787-255e-463b-a4a0-b1944ee8c706,0d63734a-788b-40e1-8e95-e70b31ba3495,follows
e2aed787-255e-463b-a4a0-b1944ee8c706,1e6b3a58-446a-498e-a55d-52b0f629d03b,follows
a7307b91-5df9-4f1f-8717-32710c3a3c97,9f8dea5d-e4f2-4076-b8bc-0bf17237af4c,follows
a7307b91-5df9-4f1f-8717-32710c3a3c97,8d33b6f7-d56f-4b6a-b1ec-a91ce9a9bdc5,follows
a7307b91-5df9-4f1f-8717-32710c3a3c97,6e49c029-1b71-4937-a5ac-4a12b4a94656,follows
a7307b91-5df9-4f1f-8717-32710c3a3c97,0fe9afdd-8e58-43b0-9e0f-793969fb1e27,follows
a7307b91-5df9-4f1f-8717-32710c3a3c97,555e373f-4f6a-4134-a2b3-ffabb6dad9b3,follows
0217219f-9658-430a-b7b5-10de14759e1b,9319f8c5-4e9e-4b56-925c-6bf423330990,follows
0217219f-9658-430a-b7b5-10de14759e1b,3ca27053-4fea-4921-8d54-324d28f6e714,follows
